target_return,expected_return,cvar_95,weights,active_instruments,w_aave,w_mmf,w_pendle_pt,w_pendle_yt,w_sbn
0.04471600461572524,0.04980279187201266,-0.03360869537309291,"[-3.3044990888853235e-15, 0.4999999999999838, 1.2260974651897292e-14, 0.0, 0.5000000000000072]","['aave', 'mmf', 'pendle_pt', 'sbn']",-3.3044990888853235e-15,0.4999999999999838,1.2260974651897292e-14,0.0,0.5000000000000072
0.04494124044329041,0.04980279187201266,-0.03360869537309135,"[-3.323064057781923e-15, 0.4999999999999838, 1.2254943394443631e-14, 0.0, 0.5000000000000072]","['aave', 'mmf', 'pendle_pt', 'sbn']",-3.323064057781923e-15,0.4999999999999838,1.2254943394443631e-14,0.0,0.5000000000000072
0.045166476270855585,0.04980279187201266,-0.03360869537309,"[-3.3176188148362458e-15, 0.4999999999999839, 1.2272664881639094e-14, 0.0, 0.5000000000000072]","['aave', 'mmf', 'pendle_pt', 'sbn']",-3.3176188148362458e-15,0.4999999999999839,1.2272664881639094e-14,0.0,0.5000000000000072
0.04539171209842076,0.04980279187201267,-0.03360869537308862,"[-3.312964399340369e-15, 0.4999999999999839, 1.2286523261038431e-14, 0.0, 0.5000000000000073]","['aave', 'mmf', 'pendle_pt', 'sbn']",-3.312964399340369e-15,0.4999999999999839,1.2286523261038431e-14,0.0,0.5000000000000073
0.04561694792598593,0.04980279187201266,-0.03360869537308747,"[-3.337940694632428e-15, 0.4999999999999837, 1.2270625309911386e-14, 0.0, 0.5000000000000073]","['aave', 'mmf', 'pendle_pt', 'sbn']",-3.337940694632428e-15,0.4999999999999837,1.2270625309911386e-14,0.0,0.5000000000000073
0.045842183753551105,0.04980279187201266,-0.033608695373085896,"[-3.3371244930966728e-15, 0.4999999999999838, 1.229660797497196e-14, 0.0, 0.5000000000000073]","['aave', 'mmf', 'pendle_pt', 'sbn']",-3.3371244930966728e-15,0.4999999999999838,1.229660797497196e-14,0.0,0.5000000000000073
0.04606741958111628,0.04980279187201266,-0.03360869537308668,"[-3.327865652915129e-15, 0.4999999999999838, 1.2299162239314338e-14, 0.0, 0.5000000000000072]","['aave', 'mmf', 'pendle_pt', 'sbn']",-3.327865652915129e-15,0.4999999999999838,1.2299162239314338e-14,0.0,0.5000000000000072
0.04629265540868145,0.04980279187201266,-0.03360869537308626,"[-3.338840488954961e-15, 0.4999999999999838, 1.2302487173218539e-14, 0.0, 0.5000000000000073]","['aave', 'mmf', 'pendle_pt', 'sbn']",-3.338840488954961e-15,0.4999999999999838,1.2302487173218539e-14,0.0,0.5000000000000073
0.046517891236246625,0.04980279187201266,-0.033608695373086736,"[-3.3220507628894522e-15, 0.4999999999999837, 1.232471970777148e-14, 0.0, 0.5000000000000073]","['aave', 'mmf', 'pendle_pt', 'sbn']",-3.3220507628894522e-15,0.4999999999999837,1.232471970777148e-14,0.0,0.5000000000000073
0.04674312706381179,0.04980279187201262,-0.03360869537239109,"[-5.211521268913034e-15, 0.4999999999999789, 1.6589267568709685e-14, 0.0, 0.5000000000000097]","['aave', 'mmf', 'pendle_pt', 'sbn']",-5.211521268913034e-15,0.4999999999999789,1.6589267568709685e-14,0.0,0.5000000000000097
0.046968362891376965,0.04980279187201269,-0.03360869537346943,"[-2.626090968888656e-15, 0.4999999999999868, 1.0075469420159657e-14, 0.0, 0.500000000000006]","['aave', 'mmf', 'pendle_pt', 'sbn']",-2.626090968888656e-15,0.4999999999999868,1.0075469420159657e-14,0.0,0.500000000000006
0.04719359871894214,0.049802791872012676,-0.03360869537281787,"[-3.1943594058150556e-15, 0.4999999999999811, 1.3897310919969169e-14, 0.0, 0.5000000000000081]","['aave', 'mmf', 'pendle_pt', 'sbn']",-3.1943594058150556e-15,0.4999999999999811,1.3897310919969169e-14,0.0,0.5000000000000081
0.04741883454650731,0.049802791872012406,-0.033608695368645476,"[-1.5552931115459664e-14, 0.499999999999954, 3.872049360054157e-14, 0.0, 0.5000000000000229]","['aave', 'mmf', 'pendle_pt', 'sbn']",-1.5552931115459664e-14,0.499999999999954,3.872049360054157e-14,0.0,0.5000000000000229
0.047644070374072485,0.04980279187201479,-0.03360869528210585,"[-3.456595581817557e-14, 0.4999999999991373, 5.736677040295593e-13, 0.0, 0.5000000000003239]","['aave', 'mmf', 'pendle_pt', 'sbn']",-3.456595581817557e-14,0.4999999999991373,5.736677040295593e-13,0.0,0.5000000000003239
0.04786930620163766,0.049802791872012774,-0.033608695372517844,"[-6.642970925346948e-16, 0.4999999999999754, 1.6153491435080993e-14, 0.0, 0.500000000000009]","['aave', 'mmf', 'pendle_pt', 'sbn']",-6.642970925346948e-16,0.4999999999999754,1.6153491435080993e-14,0.0,0.500000000000009
0.04809454202920283,0.0498027918720127,-0.033608695371762906,"[-3.816183936955013e-15, 0.49999999999997174, 2.046025225816117e-14, 0.0, 0.5000000000000118]","['aave', 'mmf', 'pendle_pt', 'sbn']",-3.816183936955013e-15,0.49999999999997174,2.046025225816117e-14,0.0,0.5000000000000118
0.048319777856768005,0.049802791872012676,-0.0336086953712209,"[-4.8698788446056875e-15, 0.4999999999999676, 2.368158688596037e-14, 0.0, 0.5000000000000137]","['aave', 'mmf', 'pendle_pt', 'sbn']",-4.8698788446056875e-15,0.4999999999999676,2.368158688596037e-14,0.0,0.5000000000000137
0.04854501368433318,0.04980279187201268,-0.033608695371328635,"[-4.627784060846804e-15, 0.49999999999996825, 2.310556742480983e-14, 0.0, 0.5000000000000133]","['aave', 'mmf', 'pendle_pt', 'sbn']",-4.627784060846804e-15,0.49999999999996825,2.310556742480983e-14,0.0,0.5000000000000133
0.04877024951189835,0.04980279187201278,-0.0336086953722199,"[-7.812555489982259e-16, 0.49999999999997247, 1.8178206098538316e-14, 0.0, 0.5000000000000101]","['aave', 'mmf', 'pendle_pt', 'sbn']",-7.812555489982259e-16,0.49999999999997247,1.8178206098538316e-14,0.0,0.5000000000000101
0.048995485339463525,0.049802791872012586,-0.0336086953710851,"[-7.633195078848257e-15, 0.49999999999996864, 2.472854645458856e-14, 0.0, 0.5000000000000142]","['aave', 'mmf', 'pendle_pt', 'sbn']",-7.633195078848257e-15,0.49999999999996864,2.472854645458856e-14,0.0,0.5000000000000142
0.0492207211670287,0.04980279187201267,-0.033608695373142324,"[-3.1644202228314094e-15, 0.4999999999999837, 1.2440526525610118e-14, 0.0, 0.500000000000007]","['aave', 'mmf', 'pendle_pt', 'sbn']",-3.1644202228314094e-15,0.4999999999999837,1.2440526525610118e-14,0.0,0.500000000000007
0.04944595699459387,0.049802791872012656,-0.03360869537315764,"[-3.133054694141437e-15, 0.49999999999998374, 1.2420577509285608e-14, 0.0, 0.5000000000000069]","['aave', 'mmf', 'pendle_pt', 'sbn']",-3.133054694141437e-15,0.49999999999998374,1.2420577509285608e-14,0.0,0.5000000000000069
0.049671192822159045,0.04980279187201267,-0.03360869537317627,"[-3.0759355670842672e-15, 0.4999999999999838, 1.2409011196901874e-14, 0.0, 0.5000000000000069]","['aave', 'mmf', 'pendle_pt', 'sbn']",-3.0759355670842672e-15,0.4999999999999838,1.2409011196901874e-14,0.0,0.5000000000000069
0.04989642864972421,0.049896428649706906,-0.033375982367614625,"[0.0027096105344018746, 0.49729038946520154, 3.996704273118391e-14, 0.0, 0.5000000000003557]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.0027096105344018746,0.49729038946520154,3.996704273118391e-14,0.0,0.5000000000003557
0.050121664477289385,0.050121664477235164,-0.03276969783903973,"[0.009227363345208002, 0.4907726366541554, 1.436812222746101e-14, 0.0, 0.5000000000006218]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.009227363345208002,0.4907726366541554,1.436812222746101e-14,0.0,0.5000000000006218
0.05034690030485456,0.05034690030484381,-0.03210631100052395,"[0.015745116158540726, 0.484254883841215, 4.014798069515515e-14, 0.0, 0.5000000000002041]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.015745116158540726,0.484254883841215,4.014798069515515e-14,0.0,0.5000000000002041
0.05057213613241973,0.05057213613240312,-0.03139597903195149,"[0.022262868970320458, 0.47773713102942156, 1.3088428097948788e-14, 0.0, 0.5000000000002393]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.022262868970320458,0.47773713102942156,1.3088428097948788e-14,0.0,0.5000000000002393
0.050797371959984905,0.050797371959978466,-0.030637805276711408,"[0.0287806217825995, 0.4712193782172816, 1.1595295323969418e-14, 0.0, 0.500000000000107]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.0287806217825995,0.4712193782172816,1.1595295323969418e-14,0.0,0.500000000000107
0.05102260778755008,0.051022607787547004,-0.02984372941312212,"[0.035298374594661175, 0.4647016254052594, 1.2256021314357939e-14, 0.0, 0.5000000000000671]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.035298374594661175,0.4647016254052594,1.2256021314357939e-14,0.0,0.5000000000000671
0.05124784361511525,0.051247843615114336,-0.029023553417553645,"[0.04181612740668403, 0.45818387259326154, 1.2845440005091008e-14, 0.0, 0.5000000000000414]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.04181612740668403,0.45818387259326154,1.2845440005091008e-14,0.0,0.5000000000000414
0.051473079442680425,0.051473079442677434,-0.028181048213845386,"[0.04833388021857497, 0.45166611978136784, 8.832041088606523e-15, 0.0, 0.5000000000000481]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.04833388021857497,0.45166611978136784,8.832041088606523e-15,0.0,0.5000000000000481
0.0516983152702456,0.05169831527024157,-0.027317387934456146,"[0.05485163303049744, 0.4451483669694458, 7.114799987666723e-15, 0.0, 0.5000000000000492]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.05485163303049744,0.4451483669694458,7.114799987666723e-15,0.0,0.5000000000000492
0.05192355109781077,0.05192355109781122,-0.02643163269170405,"[0.0613693858426343, 0.43863061415722304, 2.747593267043425e-13, 0.0, 0.4999999999998668]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.0613693858426343,0.43863061415722304,2.747593267043425e-13,0.0,0.4999999999998668
0.052148786925375945,0.05214878692535572,-0.025529294603377394,"[0.06788713865383504, 0.43211286134565674, 1.1979253620870865e-13, 0.0, 0.5000000000003879]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.06788713865383504,0.43211286134565674,1.1979253620870865e-13,0.0,0.5000000000003879
0.05237402275294112,0.05237402275292723,-0.024612584880758945,"[0.07440489146604158, 0.42559510853373317, 7.674937261988209e-14, 0.0, 0.500000000000148]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.07440489146604158,0.42559510853373317,7.674937261988209e-14,0.0,0.500000000000148
0.05259925858050629,0.05259925858036686,-0.023684542964198523,"[0.08092264427397909, 0.41907735572326976, 1.2775585532631369e-12, 0.0, 0.5000000000014697]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.08092264427397909,0.41907735572326976,1.2775585532631369e-12,0.0,0.5000000000014697
0.052824494408071465,0.052824494408067614,-0.022745286486309437,"[0.0874403970902687, 0.41255960290966776, 2.3720671803828908e-14, 0.0, 0.5000000000000399]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.0874403970902687,0.41255960290966776,2.3720671803828908e-14,0.0,0.5000000000000399
0.05304973023563664,0.05304973023562631,-0.02179388733634522,"[0.09395814990200436, 0.40604185009765814, 1.8968993583472484e-13, 0.0, 0.5000000000001467]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.09395814990200436,0.40604185009765814,1.8968993583472484e-13,0.0,0.5000000000001467
0.05327496606320181,0.05327496606320121,-0.02083342129568349,"[0.10047590271427687, 0.39952409728569144, 2.0126724154084633e-14, 0.0, 0.5000000000000112]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.10047590271427687,0.39952409728569144,2.0126724154084633e-14,0.0,0.5000000000000112
0.053500201890766985,0.053500201890722514,-0.01986386128147774,"[0.10699365552482903, 0.39300634447448163, 2.2524885690249151e-13, 0.0, 0.5000000000004629]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.10699365552482903,0.39300634447448163,2.2524885690249151e-13,0.0,0.5000000000004629
0.05372543771833216,0.05372543771832888,-0.01888625850972197,"[0.11351140833809803, 0.38648859166184213, 2.4738389307266886e-14, 0.0, 0.5000000000000349]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.11351140833809803,0.38648859166184213,2.4738389307266886e-14,0.0,0.5000000000000349
0.05395067354589733,0.053950673545890906,-0.017901355834754898,"[0.12002916114995019, 0.3799708388499073, 7.39444326431389e-14, 0.0, 0.5000000000000682]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.12002916114995019,0.3799708388499073,7.39444326431389e-14,0.0,0.5000000000000682
0.054175909373462505,0.054175909373456156,-0.016910925993893093,"[0.1265469139618934, 0.3734530860368192, 1.1693989161989142e-12, 0.0, 0.5000000000001162]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.1265469139618934,0.3734530860368192,1.1693989161989142e-12,0.0,0.5000000000001162
0.05440114520102767,0.054401145201021614,-0.015915106867416914,"[0.13306466677386594, 0.36693533322585253, 2.127357036264481e-13, 0.0, 0.5000000000000685]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.13306466677386594,0.36693533322585253,2.127357036264481e-13,0.0,0.5000000000000685
0.054626381028592845,0.05462638102859174,-0.014913596021737998,"[0.1395824195859779, 0.360417580413969, 3.945852335692975e-14, 0.0, 0.5000000000000135]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.1395824195859779,0.360417580413969,3.945852335692975e-14,0.0,0.5000000000000135
0.05485161685615802,0.054851616856134836,-0.013908640563561158,"[0.14610017239718082, 0.3538998276011634, 1.2514408225433261e-12, 0.0, 0.5000000000004023]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.14610017239718082,0.3538998276011634,1.2514408225433261e-12,0.0,0.5000000000004023
0.05507685268372319,0.05507685268371647,-0.012899391688313284,"[0.15261792520970444, 0.34738207479017386, 5.6148890231814966e-14, 0.0, 0.5000000000000662]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.15261792520970444,0.34738207479017386,5.6148890231814966e-14,0.0,0.5000000000000662
0.055302088511288365,0.055302088511284875,-0.0118875367026359,"[0.15913567802175901, 0.3408643219781619, 3.913904332389385e-14, 0.0, 0.50000000000004]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.15913567802175901,0.3408643219781619,3.913904332389385e-14,0.0,0.50000000000004
0.05552732433885354,0.05552732433884727,-0.010871709849595368,"[0.16565343083362422, 0.3343465691662418, 6.746631339727809e-14, 0.0, 0.5000000000000662]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.16565343083362422,0.3343465691662418,6.746631339727809e-14,0.0,0.5000000000000662
0.05575256016641871,0.055752560166391664,-0.00985212866830729,"[0.17217118364471576, 0.32782881635219696, 2.1127527654589642e-12, 0.0, 0.500000000000971]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.17217118364471576,0.32782881635219696,2.1127527654589642e-12,0.0,0.500000000000971
0.055977795993983885,0.05597779599396918,-0.008829589777903154,"[0.17868893645726736, 0.3213110635422234, 3.7801516683619323e-13, 0.0, 0.5000000000001306]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.17868893645726736,0.3213110635422234,3.7801516683619323e-13,0.0,0.5000000000001306
0.05620303182154906,0.056203031821546255,-0.007803690540361931,"[0.18520668926959535, 0.31479331073035094, 3.168816341859651e-14, 0.0, 0.5000000000000219]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.18520668926959535,0.31479331073035094,3.168816341859651e-14,0.0,0.5000000000000219
0.05642826764911423,0.05642826764910519,-0.006775715524773266,"[0.1917244420813478, 0.30827555791844097, 1.2037961707444179e-13, 0.0, 0.5000000000000905]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.1917244420813478,0.30827555791844097,1.2037961707444179e-13,0.0,0.5000000000000905
0.056653503476679405,0.05665350347667375,-0.005745498383277257,"[0.198242194893409, 0.3017578051064694, 6.748602787933685e-14, 0.0, 0.5000000000000538]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.198242194893409,0.3017578051064694,6.748602787933685e-14,0.0,0.5000000000000538
0.05687873930424457,0.05687873930423617,-0.004713858300151835,"[0.20475994770527214, 0.29524005229451733, 1.212668768951292e-13, 0.0, 0.5000000000000889]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.20475994770527214,0.29524005229451733,1.212668768951292e-13,0.0,0.5000000000000889
0.057103975131809745,0.057103975131768035,-0.003680865591669512,"[0.21127770051615102, 0.28872229948256756, 8.07494344062512e-13, 0.0, 0.5000000000004722]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.21127770051615102,0.28872229948256756,8.07494344062512e-13,0.0,0.5000000000004722
0.05732921095937492,0.05732921095936294,-0.0026456896718224533,"[0.2177954533290676, 0.2822045466706506, 1.7024222118722717e-13, 0.0, 0.5000000000001112]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.2177954533290676,0.2822045466706506,1.7024222118722717e-13,0.0,0.5000000000001112
0.05755444678694009,0.05755444678677518,-0.0016086208455944172,"[0.2243132061361683, 0.2756867938596426, 2.6190444546465537e-12, 0.0, 0.50000000000157]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.2243132061361683,0.2756867938596426,2.6190444546465537e-12,0.0,0.50000000000157
0.057779682614505265,0.057779682614502635,-0.0005699516781118748,"[0.23083095895326738, 0.2691690410466524, 5.252171245220153e-14, 0.0, 0.5000000000000278]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.23083095895326738,0.2691690410466524,5.252171245220153e-14,0.0,0.5000000000000278
0.05800491844207044,0.05800491844195459,0.0004704617164580857,"[0.23734871176154998, 0.26265128823435885, 2.681612111986913e-12, 0.0, 0.5000000000014037]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.23734871176154998,0.26265128823435885,2.681612111986913e-12,0.0,0.5000000000014037
0.05823015426963561,0.05823015426954694,0.0015119093019654532,"[0.24386646457439218, 0.2561335354228295, 1.7330893797377853e-12, 0.0, 0.5000000000010414]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.24386646457439218,0.2561335354228295,1.7330893797377853e-12,0.0,0.5000000000010414
0.058455390097200785,0.05845539009718658,0.0025548671766562735,"[0.25038421738869326, 0.2496157826104458, 4.933874113629295e-13, 0.0, 0.5000000000003664]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.25038421738869326,0.2496157826104458,4.933874113629295e-13,0.0,0.5000000000003664
0.05868062592476596,0.05868062592466224,0.003600155122937671,"[0.2569019701978658, 0.2430980297993414, 1.780560011442334e-12, 0.0, 0.5000000000010122]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.2569019701978658,0.2430980297993414,1.780560011442334e-12,0.0,0.5000000000010122
0.05890586175233113,0.05890586175228354,0.00464638080392429,"[0.26341972301162103, 0.23658027698720221, 7.6846742957724e-13, 0.0, 0.500000000000407]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.26341972301162103,0.23658027698720221,7.6846742957724e-13,0.0,0.500000000000407
0.059131097579896305,0.05913109757988654,0.005693508030217178,"[0.26993747582475897, 0.23006252417495746, 1.8679258418658693e-13, 0.0, 0.5000000000000959]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.26993747582475897,0.23006252417495746,1.8679258418658693e-13,0.0,0.5000000000000959
0.05935633340746148,0.059356333407456274,0.006741810362492127,"[0.27645522863685684, 0.22354477136299372, 1.0072457786659385e-13, 0.0, 0.5000000000000483]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.27645522863685684,0.22354477136299372,1.0072457786659385e-13,0.0,0.5000000000000483
0.05958156923502665,0.05958156923498311,0.007791336123017566,"[0.2829729814476099, 0.21702701855115952, 8.655356555477445e-13, 0.0, 0.5000000000003634]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.2829729814476099,0.21702701855115952,8.655356555477445e-13,0.0,0.5000000000003634
0.059806805062591825,0.059806805062580945,0.00884151495524892,"[0.28949073426058536, 0.21050926573911874, 2.0576223101419943e-13, 0.0, 0.50000000000009]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.28949073426058536,0.21050926573911874,2.0576223101419943e-13,0.0,0.50000000000009
0.060032040890157,0.06003204088997706,0.009892322780594869,"[0.2960084870672524, 0.20399151292791118, 3.372301280041488e-12, 0.0, 0.5000000000014595]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.2960084870672524,0.20399151292791118,3.372301280041488e-12,0.0,0.5000000000014595
0.06025727671772217,0.06025727671771167,0.010943978229775688,"[0.3025262398845013, 0.1974737601151811, 2.229796857884441e-13, 0.0, 0.5000000000000941]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.3025262398845013,0.1974737601151811,2.229796857884441e-13,0.0,0.5000000000000941
0.060482512545287345,0.06048251254528354,0.011996260200195546,"[0.30904399269666577, 0.1909560073032222, 8.154939637752018e-14, 0.0, 0.5000000000000305]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.30904399269666577,0.1909560073032222,8.154939637752018e-14,0.0,0.5000000000000305
0.06070774837285252,0.06070774837284829,0.013049791841487905,"[0.3155617455086048, 0.1844382544912698, 8.836499354391864e-14, 0.0, 0.5000000000000369]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.3155617455086048,0.1844382544912698,8.836499354391864e-14,0.0,0.5000000000000369
0.06093298420041769,0.060932984200378924,0.014104194535167196,"[0.32207949831949995, 0.1779205016794767, 7.847636384947977e-13, 0.0, 0.500000000000238]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.32207949831949995,0.1779205016794767,7.847636384947977e-13,0.0,0.500000000000238
0.061158220027982865,0.061158220027964255,0.015159158122352273,"[0.3285972511320686, 0.17140274886741577, 3.9063319904741307e-13, 0.0, 0.5000000000001246]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.3285972511320686,0.17140274886741577,3.9063319904741307e-13,0.0,0.5000000000001246
0.06138345585554804,0.061383455855533633,0.016214744267033787,"[0.3351150039441564, 0.16488499605541887, 3.445086347689651e-13, 0.0, 0.5000000000000798]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.3351150039441564,0.16488499605541887,3.445086347689651e-13,0.0,0.5000000000000798
0.06160869168311321,0.06160869168310963,0.017271300055414635,"[0.3416327567564394, 0.15836724324345217, 8.866754188740135e-14, 0.0, 0.5000000000000195]","['aave', 'mmf', 'pendle_pt', 'sbn']",0.3416327567564394,0.15836724324345217,8.866754188740135e-14,0.0,0.5000000000000195
